Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,15/01/2015,Meetings & Catering,Programme Delivery Quantum Technology,The Royal Society,76996297,903.84,GBP
BIS,EPSRC,15/01/2015,Conferences & Seminars,Programme Delivery Digital Economy,Unspecified,77000086,270,GBP
BIS,EPSRC,15/01/2015,T&S UK - Other Charges,Programme Delivery Energy,Unspecified,77000087,84,GBP
BIS,EPSRC,15/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,77000087,1.65,GBP
BIS,EPSRC,15/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,77000087,10,GBP
BIS,EPSRC,15/01/2015,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,77000087,5,GBP
BIS,EPSRC,15/01/2015,Photocopy Costs,JRS,Oce (UK) Finance Ltd,77038140,-6629.23,GBP
BIS,EPSRC,16/01/2015,Advertising & Promotion,Programme Delivery Energy,Dowlis Corporate Solutions UK Ltd,66125128,39.6,GBP
BIS,EPSRC,16/01/2015,Advertising & Promotion,Programme Delivery Energy,Dowlis Corporate Solutions UK Ltd,66125128,60,GBP
BIS,EPSRC,16/01/2015,Advertising & Promotion,Programme Delivery Energy,Dowlis Corporate Solutions UK Ltd,66125128,268.8,GBP
BIS,EPSRC,16/01/2015,Advertising & Promotion,Programme Delivery Energy,Dowlis Corporate Solutions UK Ltd,66125128,456,GBP
BIS,EPSRC,16/01/2015,Gifts (Trivial),Programme Delivery Energy,Dowlis Corporate Solutions UK Ltd,66125128,171.6,GBP
BIS,EPSRC,16/01/2015,Recharges From Councils - General,International Offices,Medical Research Council,72699060,300000,GBP
BIS,EPSRC,16/01/2015,Recharges From Councils - General,International Offices,Medical Research Council,72699060,300000,GBP
BIS,EPSRC,16/01/2015,Recharges From Councils - General,International Offices,Medical Research Council,72699060,400000,GBP
BIS,EPSRC,16/01/2015,IT / Computing Support Services,Research Funding Programme,Science & Technology Facilities Council,72886245,160000,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,GU Global Uncertainty,Economic & Social Research Council,74213067,28541.35,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213070,107198.5,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Energy Energy,Economic & Social Research Council,74213071,12395.33,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,GU Global Uncertainty,Economic & Social Research Council,74213072,23992.5,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213075,46577.51,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213083,76783.72,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213117,12481.65,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213123,34424,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213132,19732.16,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213137,39780.25,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213141,9741.66,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213152,19183.02,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213155,19391.88,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213159,115374.64,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Physical Sciences,Medical Research Council,74213161,16580.22,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213164,3371.26,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213166,121948.64,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213168,9530.68,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213173,38629.93,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74213186,12877.89,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Medical Research Council,74215066,22726.52,GBP
BIS,EPSRC,16/01/2015,Meetings & Catering,EPSRC Corporate Services,Biotechnology & Biological Sciences Research Council,74216064,72578.81,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Digital Economy Digital Economy,Arts & Humanities Research Council,74216073,6247.37,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Digital Economy Digital Economy,Arts & Humanities Research Council,74216074,6195.17,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Digital Economy Digital Economy,Arts & Humanities Research Council,74216076,103912.62,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Energy Energy,Economic & Social Research Council,74216115,28474.99,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Energy Energy,Economic & Social Research Council,74216118,20549.35,GBP
BIS,EPSRC,16/01/2015,Corporate Events,Admin Research Base Director,Royal Academy of Engineering,76466060,1985.7,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Biotechnology & Biological Sciences Research Council,76961066,819.41,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Energy Energy,Biotechnology & Biological Sciences Research Council,76961074,47464.47,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Healthcare,Biotechnology & Biological Sciences Research Council,76961079,11696.05,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Manufacturing Engineering,Biotechnology & Biological Sciences Research Council,76961087,4675.1,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Healthcare Physical Sciences,Biotechnology & Biological Sciences Research Council,76961382,15783.8,GBP
BIS,EPSRC,16/01/2015,Research Grant Expenditure,Manufacturing Manufacturing,Biotechnology & Biological Sciences Research Council,76961692,12462.26,GBP
BIS,EPSRC,16/01/2015,Photocopy Costs,JRS,Rapid Electronics Ltd,77023099,0.79,GBP
BIS,EPSRC,16/01/2015,Photocopy Costs,JRS,Rapid Electronics Ltd,77023099,3.95,GBP
BIS,EPSRC,16/01/2015,Photocopy Costs,JRS,Rapid Electronics Ltd,77023099,19.61,GBP
BIS,EPSRC,16/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,77031337,6.5,GBP
BIS,EPSRC,16/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,77031337,14,GBP
BIS,EPSRC,16/01/2015,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,77031337,5,GBP
BIS,EPSRC,16/01/2015,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,77031337,6.65,GBP
BIS,EPSRC,16/01/2015,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,77031337,18.1,GBP
BIS,EPSRC,16/01/2015,T&S UK - Other Charges,Newton Programme Management Team,Unspecified,77031338,142,GBP
BIS,EPSRC,16/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,77031339,3.9,GBP
BIS,EPSRC,16/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,77031339,4.5,GBP
BIS,EPSRC,16/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,77031339,10.64,GBP
BIS,EPSRC,16/01/2015,T&S UK - Public Transport,Director BI/BR,Unspecified,77031340,28,GBP
BIS,EPSRC,16/01/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,77036062,160,GBP
BIS,EPSRC,16/01/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,77036063,320,GBP
BIS,EPSRC,16/01/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,77036064,160,GBP
BIS,EPSRC,16/01/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,77036065,160,GBP
BIS,EPSRC,16/01/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,77036066,160,GBP
BIS,EPSRC,19/01/2015,Recruitment Costs,EPSRC Corporate Services,Agenda Resource Management Ltd,77030080,103.44,GBP
BIS,EPSRC,19/01/2015,Recruitment Costs,EPSRC Corporate Services,Agenda Resource Management Ltd,77030083,103.44,GBP
BIS,EPSRC,19/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,77031336,6.5,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,77031336,3.05,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,77031336,15.69,GBP
BIS,EPSRC,19/01/2015,Legal & Professional Services,PSU HR,Eversheds,77122063,1029.6,GBP
BIS,EPSRC,19/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,77122089,14.3,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,77122089,5.08,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,77122089,15,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,77122089,17.55,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,77122090,5,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,77122090,25,GBP
BIS,EPSRC,19/01/2015,T&S UK - Public Transport,Programme Delivery Healthcare,Unspecified,77122091,16.8,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,77122091,7.9,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,77122091,10,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,77122091,23.09,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,77122091,39.1,GBP
BIS,EPSRC,19/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,77122092,5,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,77122092,1.6,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,77122092,10,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,77122092,22,GBP
BIS,EPSRC,19/01/2015,T&S UK - Other Charges,Programme Delivery Healthcare,Unspecified,77122093,3.37,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,77122093,5,GBP
BIS,EPSRC,19/01/2015,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,77122093,25,GBP
BIS,EPSRC,19/01/2015,T&S Overseas - Accommodation,Admin RCUK Strategy Unit,Unspecified,77122094,298.89,GBP
BIS,EPSRC,19/01/2015,T&S Overseas - Public Transport,Admin RCUK Strategy Unit,Unspecified,77122094,28.2,GBP
BIS,EPSRC,19/01/2015,T&S Overseas - Subsistence,Admin RCUK Strategy Unit,Unspecified,77122094,10,GBP
BIS,EPSRC,19/01/2015,T&S Overseas - Subsistence,Admin RCUK Strategy Unit,Unspecified,77122094,22.46,GBP
BIS,EPSRC,19/01/2015,Photocopy Costs,JRS,Premier Paper Group Ltd,77129094,1065.6,GBP
BIS,EPSRC,19/01/2015,Photocopy Costs,JRS,Brook Street (Uk) Ltd,77168061,534.14,GBP
BIS,EPSRC,20/01/2015,Hospitality,Strategy,The Royal Society,72621060,417.6,GBP
BIS,EPSRC,20/01/2015,Meetings & Catering,Strategy,The Royal Society,72621060,2574,GBP
BIS,EPSRC,20/01/2015,Corporate Events,Programme Delivery Energy,The Kensington Close Hotel,74403086,108,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,75604061,-10.5,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,75604061,-2.1,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,75604061,223.27,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,75697066,23.87,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,75697066,71.64,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,75697066,71.64,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,75697066,85.6,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,75697071,105.22,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,75697071,161.42,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,75711061,46.51,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,75711061,133.32,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,75711061,199.98,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,75711061,228.46,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76268060,-161.42,GBP
BIS,EPSRC,20/01/2015,T&S UK - Public Transport,Newton Programme Delivery,V Cars Ltd,76437060,28.32,GBP
BIS,EPSRC,20/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,V Cars Ltd,76437060,205.2,GBP
BIS,EPSRC,20/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,V Cars Ltd,76437060,331.2,GBP
BIS,EPSRC,20/01/2015,T&S UK - Public Transport,Strategy,V Cars Ltd,76437060,32.88,GBP
BIS,EPSRC,20/01/2015,T&S UK - Vehicle Hire,Programme Delivery Energy,V Cars Ltd,76437060,56.76,GBP
BIS,EPSRC,20/01/2015,T&S UK - Vehicle Hire,Programme Delivery ICT,V Cars Ltd,76437060,156,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Banner Business Services Limited,76566224,96.05,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76624112,-66.66,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76624118,-228.46,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76624118,-133.32,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76624118,-133.32,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76624118,-85.6,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76624118,-71.64,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76624118,-71.64,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76624118,-46.51,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76624118,-23.87,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76943394,-0.01,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76943394,45.6,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,76943394,79.38,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,1.74,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,1.74,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,2.38,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,2.38,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,4.2,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,4.5,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,7.04,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,7.04,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,7.56,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,13.8,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,18.37,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,25.82,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,76975207,49.97,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Banner Business Services Limited,76975208,84.53,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Banner Business Services Limited,76975208,222.12,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Banner Business Services Limited,77018209,144.07,GBP
BIS,EPSRC,20/01/2015,External Audit Fees,Digital Communications,The Digital Accessibility Centre Ltd,77385061,5400,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Farnell Onecall,77428062,34.32,GBP
BIS,EPSRC,20/01/2015,Printing & Stationery,Admin RCUK Strategy Unit,Farnell Onecall,77428062,85.8,GBP
BIS,EPSRC,20/01/2015,Contract Staff,Admin KTEIG Projects,Reed Specialist Recruitment Ltd,77472066,2916,GBP
BIS,EPSRC,20/01/2015,Contract Staff,Admin KTEIG Projects,Reed Specialist Recruitment Ltd,77472076,583.2,GBP
BIS,EPSRC,20/01/2015,Marketing & PR,Communications and Stakeholder Engagement,Precise Media Monitoring Limited,77479065,569.4,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,77479101,38.28,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,77479101,86.23,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,77479101,100.85,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,77479101,194.9,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,77479101,227.23,GBP
BIS,EPSRC,20/01/2015,Photocopy Costs,JRS,Robert Horne Paper Co Ltd,77479101,283.92,GBP
BIS,EPSRC,20/01/2015,Other Programme Costs,NC Physical Sciences,University of Leeds,77480135,178961.45,GBP
BIS,EPSRC,20/01/2015,T&S Overseas - Public Transport,Programme Delivery Infrastructure,Unspecified,77482093,38.25,GBP
BIS,EPSRC,20/01/2015,T&S Overseas - Subsistence,Programme Delivery Infrastructure,Unspecified,77482093,3.99,GBP
BIS,EPSRC,20/01/2015,T&S Overseas - Subsistence,Programme Delivery Infrastructure,Unspecified,77482093,5,GBP
BIS,EPSRC,20/01/2015,T&S UK - Public Transport,Communications and Stakeholder Engagement,Unspecified,77482094,6.7,GBP
BIS,EPSRC,20/01/2015,T&S UK - Vehicle Hire,Programme Delivery Manufacturing,Unspecified,77482095,28.22,GBP
BIS,EPSRC,20/01/2015,T&S UK - Public Transport,Communications and Stakeholder Engagement,Unspecified,77482096,13.7,GBP
BIS,EPSRC,21/01/2015,Health & Safety (inc. Medicals & Opticians),EPSRC Corporate Services,GWH Charitable Fund,68296060,40,GBP
BIS,EPSRC,21/01/2015,Research Grant Expenditure,NC ICT,Technology Strategy Board,71807254,11240,GBP
BIS,EPSRC,21/01/2015,Research Grant Expenditure,NC ICT,Technology Strategy Board,71807254,11888.5,GBP
BIS,EPSRC,21/01/2015,Research Grant Expenditure,NC ICT,Technology Strategy Board,71807254,12904,GBP
BIS,EPSRC,21/01/2015,Research Grant Expenditure,NC ICT,Technology Strategy Board,71807254,14144,GBP
BIS,EPSRC,21/01/2015,Research Grant Expenditure,NC ICT,Technology Strategy Board,71807254,14961,GBP
BIS,EPSRC,21/01/2015,Research Grant Expenditure,NC Infrastructure,Technology Strategy Board,71807254,2497.03,GBP
BIS,EPSRC,21/01/2015,Research Grant Expenditure,NC Infrastructure,Technology Strategy Board,71807254,11240,GBP
BIS,EPSRC,21/01/2015,Research Grant Expenditure,NC Infrastructure,Technology Strategy Board,71807254,11888.5,GBP
BIS,EPSRC,21/01/2015,Research Grant Expenditure,NC Infrastructure,Technology Strategy Board,71807254,12904,GBP
BIS,EPSRC,21/01/2015,Research Grant Expenditure,NC Infrastructure,Technology Strategy Board,71807254,14144,GBP
BIS,EPSRC,21/01/2015,Research Grant Expenditure,NC Infrastructure,Technology Strategy Board,71807254,14961,GBP
BIS,EPSRC,21/01/2015,Contract Staff,Digital Communications,Capita Business Services Ltd,71882966,5718.89,GBP
BIS,EPSRC,21/01/2015,Photocopy Costs,JRS,Arco Limited,73048201,0.6,GBP
BIS,EPSRC,21/01/2015,Photocopy Costs,JRS,Arco Limited,73048201,2.99,GBP
BIS,EPSRC,21/01/2015,Photocopy Costs,JRS,Arco Limited,73048201,3.95,GBP
BIS,EPSRC,21/01/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,73602065,0.01,GBP
BIS,EPSRC,21/01/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,73602065,139.99,GBP
BIS,EPSRC,21/01/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,73602075,0.01,GBP
BIS,EPSRC,21/01/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,73602075,139.99,GBP
BIS,EPSRC,21/01/2015,Other Programme Costs,Archer,UOE (HPCX) Ltd,73755072,326981.08,GBP
BIS,EPSRC,21/01/2015,Other Programme Costs,Archer,UOE (HPCX) Ltd,73756061,513828.9,GBP
BIS,EPSRC,21/01/2015,Staff Relocation,EPSRC Corporate Services,Milliken Industrials Ltd,74403073,14959.09,GBP
BIS,EPSRC,21/01/2015,Health & Safety (inc. Medicals & Opticians),EPSRC Corporate Services,AM Health & Safety Ltd,74695085,99,GBP
BIS,EPSRC,21/01/2015,Other Programme Costs,NC ICT,University of Sheffield,76165060,278897.69,GBP
BIS,EPSRC,21/01/2015,Other Programme Costs,NC Physical Sciences,University of Sheffield,76165060,130418.31,GBP
BIS,EPSRC,21/01/2015,Contract Staff,Digital Communications,Capita Business Services Ltd,76325065,8437.82,GBP
BIS,EPSRC,21/01/2015,Contract Staff,Digital Communications,Capita Business Services Ltd,76622195,1731.61,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",Warwick University,76990063,39062.5,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Research and Knowledge Transfer,Warwick University,76990063,39062.5,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,ICSTM,76990064,137500,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",University of Nottingham GRANT,76990065,350.3,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",University of Nottingham GRANT,76990065,39062.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Research and Knowledge Transfer,University of Nottingham GRANT,76990065,350.3,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Research and Knowledge Transfer,University of Nottingham GRANT,76990065,39062.48,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",University of Sheffield GRANT,76990066,21428.57,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Research and Knowledge Transfer,University of Sheffield GRANT,76990066,21428.57,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,Mathematical Sciences,Warwick University,76990067,124017.46,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",Swansea University,76990068,39000,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Research and Knowledge Transfer,Swansea University,76990068,39000,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,"Materials, Mechanical and Medical Engineering",University of Strathclyde GRANT,76990069,38478.07,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Research and Knowledge Transfer,University of Strathclyde GRANT,76990069,38478.07,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,Aston University GRANT,76990070,8021.29,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Bath,76990071,2673.72,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Birmingham GRANT,76990072,6015.43,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Bolton GRANT,76990073,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Bradford GRANT,76990074,2004.43,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Brighton GRANT,76990075,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Bristol GRANT,76990076,10693.57,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Cambridge,76990077,12699.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,"University of Wales, Cardiff - UWC",76990078,4678.29,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Central Lancashire GRANT,76990079,4011,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,City University,76990080,1337.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,Coventry University GRANT,76990082,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,Cranfield University,76990083,8021.29,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Durham GRANT,76990084,667.99,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Edinburgh,76990085,1337.15,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,Edinburgh Napier University GRANT,76990086,667.86,GBP
BIS,EPSRC,21/01/2015,Training Awards - Postgraduates,User Led Skills and Knowledge Flow,University of Glamorgan GRANT,76990087,667.86,GBP
