Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,21/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,77518081,26.58,GBP
BIS,EPSRC,21/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,77518081,26.58,GBP
BIS,EPSRC,21/01/2015,Photocopy Costs,JRS,Antalis McNaughton Limited,77518081,29.18,GBP
BIS,EPSRC,21/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,77520108,4,GBP
BIS,EPSRC,21/01/2015,T&S UK - Public Transport,Newton Programme Management Team,Unspecified,77520109,36.95,GBP
BIS,EPSRC,21/01/2015,T&S UK - Accommodation,Programme Delivery Energy,Unspecified,77520110,65,GBP
BIS,EPSRC,21/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,77520110,11,GBP
BIS,EPSRC,22/01/2015,Research Grant Expenditure,NC Engineering,Technology Strategy Board,71274066,25165.74,GBP
BIS,EPSRC,22/01/2015,Research Grant Expenditure,NC Engineering,Technology Strategy Board,71274066,26600.68,GBP
BIS,EPSRC,22/01/2015,Research Grant Expenditure,NC Engineering,Technology Strategy Board,71274066,88547.42,GBP
BIS,EPSRC,22/01/2015,Health & Safety (inc. Medicals & Opticians),EPSRC Corporate Services,XMA Ltd,77509717,512.95,GBP
BIS,EPSRC,22/01/2015,Other Programme Costs,Research Careers and Diversity,CRAC Ltd,77551118,116700,GBP
BIS,EPSRC,22/01/2015,Other Programme Costs,Research Careers and Diversity,CRAC Ltd,77551179,80799.6,GBP
BIS,EPSRC,22/01/2015,Printing & Stationery,Communications and Stakeholder Engagement,Banner Business Services Limited,77558175,148.03,GBP
BIS,EPSRC,22/01/2015,T&S UK - Subsistence,Programme Delivery Digital Economy,Unspecified,77558453,22.09,GBP
BIS,EPSRC,22/01/2015,T&S UK - Public Transport,Programme Delivery Digital Economy,Unspecified,77558454,5,GBP
BIS,EPSRC,22/01/2015,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,77558455,9.14,GBP
BIS,EPSRC,22/01/2015,T&S UK - Mileage,Admin Research Base Director,Unspecified,77558456,68.01,GBP
BIS,EPSRC,22/01/2015,T&S UK - Subsistence,Admin Research Base Director,Unspecified,77558456,5,GBP
BIS,EPSRC,22/01/2015,Consultancy Services,Programme Delivery Infrastructure,Unspecified,77570077,350,GBP
BIS,EPSRC,22/01/2015,Other Staff Benefits,EPSRC Corporate Services,Suzy Lamplugh Trust,77637162,714,GBP
BIS,EPSRC,22/01/2015,Photocopy Costs,JRS,Ricoh Uk Ltd,77640062,-142.67,GBP
BIS,EPSRC,22/01/2015,Photocopy Costs,JRS,Ricoh Uk Ltd,77640067,-141.13,GBP
BIS,EPSRC,22/01/2015,Photocopy Costs,JRS,Ricoh Uk Ltd,77642060,-139.55,GBP
BIS,EPSRC,22/01/2015,Photocopy Costs,JRS,Ricoh Uk Ltd,77644060,0.67,GBP
BIS,EPSRC,22/01/2015,Photocopy Costs,JRS,Ricoh Uk Ltd,77644060,174.82,GBP
BIS,EPSRC,22/01/2015,Photocopy Costs,JRS,Ricoh Uk Ltd,77647063,20.14,GBP
BIS,EPSRC,22/01/2015,Photocopy Costs,JRS,Ricoh Uk Ltd,77647063,513.12,GBP
BIS,EPSRC,23/01/2015,Hardware/Software Maintenance,JRS,Ricoh Uk Ltd,77650060,16560,GBP
BIS,EPSRC,23/01/2015,Photocopy Costs,JRS,Premier Paper Group Ltd,77651116,31.7,GBP
BIS,EPSRC,23/01/2015,Photocopy Costs,JRS,Premier Paper Group Ltd,77651116,39.78,GBP
BIS,EPSRC,23/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77657241,1.19,GBP
BIS,EPSRC,23/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77657241,6.43,GBP
BIS,EPSRC,23/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77657241,7.49,GBP
BIS,EPSRC,23/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77657241,12.02,GBP
BIS,EPSRC,23/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77657241,24.05,GBP
BIS,EPSRC,23/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77657241,30.48,GBP
BIS,EPSRC,23/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77657241,36.02,GBP
BIS,EPSRC,23/01/2015,Meetings & Catering,EPSRC Corporate Services,Banner Business Services Limited,77657242,18.08,GBP
BIS,EPSRC,23/01/2015,Meetings & Catering,EPSRC Corporate Services,Banner Business Services Limited,77657242,23.66,GBP
BIS,EPSRC,23/01/2015,Meetings & Catering,EPSRC Corporate Services,Banner Business Services Limited,77657242,49.24,GBP
BIS,EPSRC,23/01/2015,Photocopy Costs,JRS,In2Print,77670440,691,GBP
BIS,EPSRC,23/01/2015,Storage & Archiving Costs,EPSRC Corporate Services,Pickfords Ltd,77670441,638.4,GBP
BIS,EPSRC,23/01/2015,Provision for Early Retirement Liability,EPSRC Corporate Services,Aon Hewitt,77670442,5867.55,GBP
BIS,EPSRC,23/01/2015,Research Grant Expenditure,Digital Economy Digital Economy,Technology Strategy Board,77692062,34316.22,GBP
BIS,EPSRC,23/01/2015,Research Grant Expenditure,Energy Energy,Technology Strategy Board,77692062,85790.57,GBP
BIS,EPSRC,23/01/2015,Research Grant Expenditure,Healthcare Healthcare,Technology Strategy Board,77692062,34316.23,GBP
BIS,EPSRC,23/01/2015,Research Grant Expenditure,Manufacturing Manufacturing,Technology Strategy Board,77692062,34316.23,GBP
BIS,EPSRC,23/01/2015,Research Grant Expenditure,NC Engineering,Technology Strategy Board,77692062,34316.23,GBP
BIS,EPSRC,23/01/2015,Research Grant Expenditure,NC ICT,Technology Strategy Board,77692062,34316.23,GBP
BIS,EPSRC,23/01/2015,Research Grant Expenditure,NC Physical Sciences,Technology Strategy Board,77692062,85790.57,GBP
BIS,EPSRC,23/01/2015,T&S UK - Subsistence,RCUK-Newton Activity,Unspecified,77703082,5.45,GBP
BIS,EPSRC,23/01/2015,T&S UK - Subsistence,RCUK-Newton Activity,Unspecified,77703082,5.9,GBP
BIS,EPSRC,23/01/2015,T&S UK - Subsistence,RCUK-Newton Activity,Unspecified,77703082,9.7,GBP
BIS,EPSRC,23/01/2015,T&S UK - Subsistence,RCUK-Newton Activity,Unspecified,77703082,13.25,GBP
BIS,EPSRC,23/01/2015,T&S UK - Public Transport,Programme Delivery ICT,Unspecified,77703084,21.4,GBP
BIS,EPSRC,23/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,77703084,2.7,GBP
BIS,EPSRC,23/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,77703084,9.95,GBP
BIS,EPSRC,23/01/2015,T&S UK - Public Transport,Programme Delivery Digital Economy,Unspecified,77703085,5.4,GBP
BIS,EPSRC,23/01/2015,T&S UK - Subsistence,Programme Delivery Digital Economy,Unspecified,77703085,3.3,GBP
BIS,EPSRC,23/01/2015,T&S UK - Subsistence,Programme Delivery Digital Economy,Unspecified,77703085,5,GBP
BIS,EPSRC,26/01/2015,Secondments,PSU IS,RCUK Shared Services Centre Ltd,75717066,4559.66,GBP
BIS,EPSRC,26/01/2015,Photocopy Costs,JRS,Brook Street (Uk) Ltd,77804060,220.78,GBP
BIS,EPSRC,26/01/2015,Photocopy Costs,JRS,Presco,77845060,0.12,GBP
BIS,EPSRC,26/01/2015,Photocopy Costs,JRS,Presco,77845060,0.6,GBP
BIS,EPSRC,26/01/2015,Photocopy Costs,JRS,Presco,77845060,15.96,GBP
BIS,EPSRC,26/01/2015,Photocopy Costs,JRS,Presco,77850061,-15.96,GBP
BIS,EPSRC,26/01/2015,Photocopy Costs,JRS,Presco,77850061,-0.72,GBP
BIS,EPSRC,26/01/2015,Conferences & Seminars,Research Funding Programme,Unspecified,77918060,4060,GBP
BIS,EPSRC,26/01/2015,T&S UK - Vehicle Hire,Director BI/BR,Enterprise Rent-A-Car UK Ltd,77923123,47.75,GBP
BIS,EPSRC,26/01/2015,T&S UK - Vehicle Hire,Programme Delivery Healthcare,Enterprise Rent-A-Car UK Ltd,77923123,157.4,GBP
BIS,EPSRC,26/01/2015,T&S UK - Mileage,External communications,Unspecified,77923218,55.8,GBP
BIS,EPSRC,26/01/2015,T&S UK - Subsistence,Programme Delivery Manufacturing,Unspecified,77923220,9.14,GBP
BIS,EPSRC,26/01/2015,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,77923221,14.44,GBP
BIS,EPSRC,26/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,77923222,5,GBP
BIS,EPSRC,26/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,77923222,6.62,GBP
BIS,EPSRC,26/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,77923223,5,GBP
BIS,EPSRC,26/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,77923223,8.35,GBP
BIS,EPSRC,26/01/2015,T&S UK - Public Transport,Programme Delivery Manufacturing,Unspecified,77923224,3.5,GBP
BIS,EPSRC,26/01/2015,T&S UK - Subsistence,Programme Delivery Manufacturing,Unspecified,77923224,1.9,GBP
BIS,EPSRC,26/01/2015,T&S UK - Subsistence,Programme Delivery Manufacturing,Unspecified,77923224,2.7,GBP
BIS,EPSRC,26/01/2015,Photocopy Costs,JRS,PG Events Ltd,77931108,954,GBP
BIS,EPSRC,26/01/2015,Photocopy Costs,JRS,PG Events Ltd,77931109,1908,GBP
BIS,EPSRC,26/01/2015,Photocopy Costs,JRS,PG Events Ltd,77931110,984,GBP
BIS,EPSRC,27/01/2015,Other Bought In Services,Performance and Evaluation,CWTS BV,73291060,9816.39,EUR
BIS,EPSRC,27/01/2015,Fees (Including College Members),Admin External Panel Member payments,Unspecified,74595069,-160,GBP
BIS,EPSRC,27/01/2015,Fees (Including College Members),Admin External Panel Member payments,Unspecified,74595069,160,GBP
BIS,EPSRC,27/01/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,74595069,160,GBP
BIS,EPSRC,27/01/2015,Fees (Including College Members),Admin External Panel Member payments,Unspecified,74595076,-160,GBP
BIS,EPSRC,27/01/2015,Fees (Including College Members),Admin External Panel Member payments,Unspecified,74595076,160,GBP
BIS,EPSRC,27/01/2015,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,74595076,160,GBP
BIS,EPSRC,27/01/2015,Voluntary Deductions,Balance Sheet,Swindon Office Sports and Social Club,75551070,150,GBP
BIS,EPSRC,27/01/2015,Staff Training,Admin RCUK Strategy Unit,The Whitehall & Industry Group,77107103,2034,GBP
BIS,EPSRC,27/01/2015,Meetings & Catering,Admin RCUK Strategy Unit,Department for Business Innovation and Skills,77116060,675,GBP
BIS,EPSRC,27/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77558174,1.19,GBP
BIS,EPSRC,27/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77558174,6.43,GBP
BIS,EPSRC,27/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77558174,7.49,GBP
BIS,EPSRC,27/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77558174,8.26,GBP
BIS,EPSRC,27/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77558174,12.02,GBP
BIS,EPSRC,27/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77558174,24.05,GBP
BIS,EPSRC,27/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77558174,30.48,GBP
BIS,EPSRC,27/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,77558174,36.02,GBP
BIS,EPSRC,27/01/2015,Health & Safety (inc. Medicals & Opticians),EPSRC Corporate Services,AM Health & Safety Ltd,77934062,45,GBP
BIS,EPSRC,27/01/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,78069060,73,GBP
BIS,EPSRC,27/01/2015,T&S UK - Subsistence,Programme Delivery LWEC,Unspecified,78154087,25,GBP
BIS,EPSRC,28/01/2015,Photocopy Costs,JRS,Brook Street (Uk) Ltd,75648067,37.91,GBP
BIS,EPSRC,28/01/2015,Photocopy Costs,JRS,Brook Street (Uk) Ltd,75648067,235.03,GBP
BIS,EPSRC,28/01/2015,Meetings & Catering,EPSRC Corporate Services,Banner Business Services Limited,77731212,40.28,GBP
BIS,EPSRC,28/01/2015,Meetings & Catering,EPSRC Corporate Services,Banner Business Services Limited,77731212,138.3,GBP
BIS,EPSRC,28/01/2015,T&S UK - Parking Tolls Congestion Charges,Programme Delivery Digital Economy,Unspecified,77923219,9.9,GBP
BIS,EPSRC,28/01/2015,Marketing & PR,Communications and Stakeholder Engagement,Matt Shinn,77929060,900,GBP
BIS,EPSRC,28/01/2015,Marketing & PR,Communications and Stakeholder Engagement,Matt Shinn,77929060,1200,GBP
BIS,EPSRC,28/01/2015,Meetings & Catering,Programme Delivery Manufacturing,Nottingham Conferences,77948066,360,GBP
BIS,EPSRC,28/01/2015,Other Programme Costs,NC Physical Sciences,University of Manchester,78176060,108273.75,GBP
BIS,EPSRC,28/01/2015,Meetings & Catering,Programme Delivery Energy,Calder Conference Ltd,78219234,1517.42,GBP
BIS,EPSRC,28/01/2015,Conferences & Seminars,Director BI/BR,Calder Conference Ltd,78219244,1569,GBP
BIS,EPSRC,28/01/2015,Other Staff Benefits,EPSRC Corporate Services,Fruit Drop,78219329,120,GBP
BIS,EPSRC,28/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,78219711,3.53,GBP
BIS,EPSRC,28/01/2015,T&S UK - Public Transport,Programme Delivery Maths,Unspecified,78219813,28.7,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery Maths,Unspecified,78219813,5,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,78219814,3.45,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,78219814,5,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,78219814,87,GBP
BIS,EPSRC,28/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,78219815,11.4,GBP
BIS,EPSRC,28/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,78219815,66,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,78219815,5,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,78219815,31.55,GBP
BIS,EPSRC,28/01/2015,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,78221087,10.5,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,78221087,10,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,78221087,25,GBP
BIS,EPSRC,28/01/2015,T&S UK - Parking Tolls Congestion Charges,Programme Delivery Healthcare,Unspecified,78221088,7,GBP
BIS,EPSRC,28/01/2015,T&S UK - Public Transport,Programme Delivery Healthcare,Unspecified,78221088,34.9,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,78221088,48.25,GBP
BIS,EPSRC,28/01/2015,T&S UK - Vehicle Hire,Programme Delivery Healthcare,Unspecified,78221088,76.96,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,78221089,4.59,GBP
BIS,EPSRC,28/01/2015,T&S Overseas - Public Transport,Chist,Unspecified,78221090,1.54,GBP
BIS,EPSRC,28/01/2015,T&S Overseas - Public Transport,Chist,Unspecified,78221090,52.91,GBP
BIS,EPSRC,28/01/2015,T&S UK - Public Transport,Programme Delivery Digital Economy,Unspecified,78221091,6.6,GBP
BIS,EPSRC,28/01/2015,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,78221092,21.7,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,78221092,7.8,GBP
BIS,EPSRC,28/01/2015,T&S UK - Public Transport,Newton Programme Management Team,Unspecified,78221093,97,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Newton Programme Management Team,Unspecified,78221093,2.2,GBP
BIS,EPSRC,28/01/2015,T&S UK - Parking Tolls Congestion Charges,Programme Delivery LWEC,Unspecified,78221094,13,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery Capability,Unspecified,78221095,5,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery Capability,Unspecified,78221095,21.5,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,78221096,4,GBP
BIS,EPSRC,28/01/2015,T&S UK - Mileage,Programme Delivery Physical Sciences,Unspecified,78221097,76.5,GBP
BIS,EPSRC,28/01/2015,T&S UK - Parking Tolls Congestion Charges,Programme Delivery Physical Sciences,Unspecified,78221097,10,GBP
BIS,EPSRC,28/01/2015,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,78221097,10,GBP
BIS,EPSRC,28/01/2015,Computer Hardware,Digital Communications,Banner Business Services Limited,78228060,121.57,GBP
BIS,EPSRC,28/01/2015,T&S UK - Vehicle Hire,Admin RCUK Strategy Unit,Enterprise Rent-A-Car UK Ltd,78230083,41.75,GBP
BIS,EPSRC,28/01/2015,T&S UK - Vehicle Hire,Programme Delivery LWEC,Enterprise Rent-A-Car UK Ltd,78230083,58.19,GBP
BIS,EPSRC,28/01/2015,T&S UK - Vehicle Hire,Programme Delivery Maths,Enterprise Rent-A-Car UK Ltd,78230083,41.09,GBP
BIS,EPSRC,29/01/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,73316062,11.67,GBP
BIS,EPSRC,29/01/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,73316062,58.33,GBP
BIS,EPSRC,29/01/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,73323060,11.67,GBP
BIS,EPSRC,29/01/2015,T&S UK - Accommodation,Admin Peer Review and Output (excluding external panel member fees),Jurys Inns Group Ltd,73323060,58.33,GBP
BIS,EPSRC,29/01/2015,T&S UK - Public Transport,Programme Delivery Leaders,Unspecified,74402399,7.2,GBP
BIS,EPSRC,29/01/2015,Meetings & Catering,Strategy,Calder Conference Ltd,74614064,8527.36,GBP
BIS,EPSRC,29/01/2015,Agency Staff,Strategy,Brook Street (Uk) Ltd,74948170,485.29,GBP
BIS,EPSRC,29/01/2015,Agency Staff,Strategy,Brook Street (Uk) Ltd,75659062,436.39,GBP
BIS,EPSRC,29/01/2015,Conferences & Seminars,KTEIG Projects,Technology Strategy Board,76527255,25000,GBP
BIS,EPSRC,29/01/2015,Storage & Archiving Costs,EPSRC Corporate Services,Dennis's Removals,78219432,34.55,GBP
BIS,EPSRC,29/01/2015,Printing & Stationery,Programme Delivery Energy,Banner Business Services Limited,78219710,58.76,GBP
BIS,EPSRC,29/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,78219713,2.38,GBP
BIS,EPSRC,29/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,78219713,5.4,GBP
BIS,EPSRC,29/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,78219713,11.34,GBP
BIS,EPSRC,29/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,78219713,20.12,GBP
BIS,EPSRC,29/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,78219713,20.7,GBP
BIS,EPSRC,29/01/2015,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,78219713,21.6,GBP
BIS,EPSRC,29/01/2015,Photocopy Costs,JRS,Banner Business Services Limited,78261306,91.44,GBP
BIS,EPSRC,29/01/2015,Photocopy Costs,JRS,Oce (UK) Ltd,78314103,732.54,GBP
BIS,EPSRC,29/01/2015,Photocopy Costs,JRS,Oce (UK) Ltd,78314107,107.29,GBP
BIS,EPSRC,29/01/2015,Photocopy Costs,JRS,Oce (UK) Ltd,78314110,170.75,GBP
BIS,EPSRC,29/01/2015,Photocopy Costs,JRS,Oce (UK) Ltd,78314111,355.01,GBP
BIS,EPSRC,29/01/2015,Photocopy Costs,JRS,Oce (UK) Ltd,78314123,175.84,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Programme Delivery ICT,Non Employee Expenses Supplier,78314128,97.6,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314129,207.55,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Programme Delivery ICT,Non Employee Expenses Supplier,78314130,106,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314131,93.5,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Programme Delivery ICT,Non Employee Expenses Supplier,78314132,122.9,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,78314133,50.55,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,78314134,46.3,GBP
BIS,EPSRC,29/01/2015,Fees (Including College Members),Programme Delivery Infrastructure,Non Employee Expenses Supplier,78314135,160,GBP
BIS,EPSRC,29/01/2015,Fees (Including College Members),Programme Delivery Infrastructure,Non Employee Expenses Supplier,78314136,160,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,78314137,83.99,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314138,107.85,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,78314139,217.59,GBP
BIS,EPSRC,29/01/2015,Fees (Including College Members),Programme Delivery Infrastructure,Non Employee Expenses Supplier,78314140,160,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,78314141,54,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,78314142,26.1,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,78314143,567.2,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314144,63.12,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,78314145,160.5,GBP
BIS,EPSRC,29/01/2015,Fees (Including College Members),Strategy,Non Employee Expenses Supplier,78314146,160,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314147,43,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314148,69.8,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314149,86.93,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314150,99.89,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314152,48.9,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314153,329.34,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314154,182.95,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314155,240.84,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314156,237.18,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,78314157,144.4,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,78314158,95.3,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,78314159,152.9,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,78314160,168.65,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,78314161,17,GBP
BIS,EPSRC,29/01/2015,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,78314162,310.5,GBP
BIS,EPSRC,29/01/2015,Photocopy Costs,JRS,Oce (UK) Ltd,78314170,218.7,GBP
BIS,EPSRC,29/01/2015,Photocopy Costs,JRS,Oce (UK) Ltd,78314186,24.94,GBP
BIS,EPSRC,29/01/2015,T&S UK - Public Transport,Programme Delivery ICT,Unspecified,78314337,22.5,GBP
BIS,EPSRC,29/01/2015,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,78314337,5,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),Aberystwyth University,78314588,1680,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),Aston University,78314589,3280,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),Anglia Ruskin University,78314590,320,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),Bangor University,78314591,1840,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),Birkbeck College,78314592,1280,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),Birmingham City University,78314593,160,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),Bournemouth University,78314594,1520,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),Brunel University,78314595,6960,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),Cardiff University,78314596,12240,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),City University,78314597,4240,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),Coventry University,78314598,2240,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),Cranfield University,78314599,7600,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),De Montfort University,78314600,3760,GBP
BIS,EPSRC,29/01/2015,Other Bought In Services,Admin Peer Review and Output (excluding external panel member fees),Edinburgh Napier University,78314601,880,GBP
